news_id,start,end,trend_level,direction,grid_spacing,title
hist_202401051230_nfp,2024-01-05 12:30:00+00:00,2024-01-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202401131230_cpi,2024-01-13 12:30:00+00:00,2024-01-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202401311800_fomc,2024-01-31 18:00:00+00:00,2024-02-02 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202402021230_nfp,2024-02-02 12:30:00+00:00,2024-02-03 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202402131230_cpi,2024-02-13 12:30:00+00:00,2024-02-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202403011230_nfp,2024-03-01 12:30:00+00:00,2024-03-02 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202403131230_cpi,2024-03-13 12:30:00+00:00,2024-03-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202403201800_fomc,2024-03-20 18:00:00+00:00,2024-03-22 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202404051230_nfp,2024-04-05 12:30:00+00:00,2024-04-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202404131230_cpi,2024-04-13 12:30:00+00:00,2024-04-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202405011800_fomc,2024-05-01 18:00:00+00:00,2024-05-03 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202405031230_nfp,2024-05-03 12:30:00+00:00,2024-05-04 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202405131230_cpi,2024-05-13 12:30:00+00:00,2024-05-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202406071230_nfp,2024-06-07 12:30:00+00:00,2024-06-08 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202406121800_fomc,2024-06-12 18:00:00+00:00,2024-06-14 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202406131230_cpi,2024-06-13 12:30:00+00:00,2024-06-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202407051230_nfp,2024-07-05 12:30:00+00:00,2024-07-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202407131230_cpi,2024-07-13 12:30:00+00:00,2024-07-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202407311800_fomc,2024-07-31 18:00:00+00:00,2024-08-02 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202408021230_nfp,2024-08-02 12:30:00+00:00,2024-08-03 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202408131230_cpi,2024-08-13 12:30:00+00:00,2024-08-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202409061230_nfp,2024-09-06 12:30:00+00:00,2024-09-07 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202409131230_cpi,2024-09-13 12:30:00+00:00,2024-09-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202409181800_fomc,2024-09-18 18:00:00+00:00,2024-09-20 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202410041230_nfp,2024-10-04 12:30:00+00:00,2024-10-05 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202410131230_cpi,2024-10-13 12:30:00+00:00,2024-10-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202411011230_nfp,2024-11-01 12:30:00+00:00,2024-11-02 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202411071800_fomc,2024-11-07 18:00:00+00:00,2024-11-09 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202411131230_cpi,2024-11-13 12:30:00+00:00,2024-11-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202412061230_nfp,2024-12-06 12:30:00+00:00,2024-12-07 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202412131230_cpi,2024-12-13 12:30:00+00:00,2024-12-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202412181800_fomc,2024-12-18 18:00:00+00:00,2024-12-20 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202501031230_nfp,2025-01-03 12:30:00+00:00,2025-01-04 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202501131230_cpi,2025-01-13 12:30:00+00:00,2025-01-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202501291800_fomc,2025-01-29 18:00:00+00:00,2025-01-31 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202502071230_nfp,2025-02-07 12:30:00+00:00,2025-02-08 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202502131230_cpi,2025-02-13 12:30:00+00:00,2025-02-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202503071230_nfp,2025-03-07 12:30:00+00:00,2025-03-08 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202503131230_cpi,2025-03-13 12:30:00+00:00,2025-03-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202503191800_fomc,2025-03-19 18:00:00+00:00,2025-03-21 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202504041230_nfp,2025-04-04 12:30:00+00:00,2025-04-05 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202504131230_cpi,2025-04-13 12:30:00+00:00,2025-04-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202505021230_nfp,2025-05-02 12:30:00+00:00,2025-05-03 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202505071800_fomc,2025-05-07 18:00:00+00:00,2025-05-09 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202505131230_cpi,2025-05-13 12:30:00+00:00,2025-05-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202506061230_nfp,2025-06-06 12:30:00+00:00,2025-06-07 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202506131230_cpi,2025-06-13 12:30:00+00:00,2025-06-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202506181800_fomc,2025-06-18 18:00:00+00:00,2025-06-20 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202507041230_nfp,2025-07-04 12:30:00+00:00,2025-07-05 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202507131230_cpi,2025-07-13 12:30:00+00:00,2025-07-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202507301800_fomc,2025-07-30 18:00:00+00:00,2025-08-01 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202508011230_nfp,2025-08-01 12:30:00+00:00,2025-08-02 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202508131230_cpi,2025-08-13 12:30:00+00:00,2025-08-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202509051230_nfp,2025-09-05 12:30:00+00:00,2025-09-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202509131230_cpi,2025-09-13 12:30:00+00:00,2025-09-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202509171800_fomc,2025-09-17 18:00:00+00:00,2025-09-19 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202510031230_nfp,2025-10-03 12:30:00+00:00,2025-10-04 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202510131230_cpi,2025-10-13 12:30:00+00:00,2025-10-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202511051800_fomc,2025-11-05 18:00:00+00:00,2025-11-07 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202511071230_nfp,2025-11-07 12:30:00+00:00,2025-11-08 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202511131230_cpi,2025-11-13 12:30:00+00:00,2025-11-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202512051230_nfp,2025-12-05 12:30:00+00:00,2025-12-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202512131230_cpi,2025-12-13 12:30:00+00:00,2025-12-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202512171800_fomc,2025-12-17 18:00:00+00:00,2025-12-19 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202601021230_nfp,2026-01-02 12:30:00+00:00,2026-01-03 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202601131230_cpi,2026-01-13 12:30:00+00:00,2026-01-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202601281800_fomc,2026-01-28 18:00:00+00:00,2026-01-30 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202602061230_nfp,2026-02-06 12:30:00+00:00,2026-02-07 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202602131230_cpi,2026-02-13 12:30:00+00:00,2026-02-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202603061230_nfp,2026-03-06 12:30:00+00:00,2026-03-07 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202603131230_cpi,2026-03-13 12:30:00+00:00,2026-03-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202603181800_fomc,2026-03-18 18:00:00+00:00,2026-03-20 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202604031230_nfp,2026-04-03 12:30:00+00:00,2026-04-04 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202604131230_cpi,2026-04-13 12:30:00+00:00,2026-04-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202604291800_fomc,2026-04-29 18:00:00+00:00,2026-05-01 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202605011230_nfp,2026-05-01 12:30:00+00:00,2026-05-02 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202605131230_cpi,2026-05-13 12:30:00+00:00,2026-05-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202606051230_nfp,2026-06-05 12:30:00+00:00,2026-06-06 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
hist_202606131230_cpi,2026-06-13 12:30:00+00:00,2026-06-14 12:30:00+00:00,L3,neutral,1.2,US CPI YoY
hist_202606171800_fomc,2026-06-17 18:00:00+00:00,2026-06-19 18:00:00+00:00,L3,neutral,1.2,FOMC Statement
hist_202607031230_nfp,2026-07-03 12:30:00+00:00,2026-07-04 12:30:00+00:00,L3,neutral,1.2,Nonfarm Payrolls
