news_id,start,end,trend_level,direction,grid_spacing,title
hist_202312011230_nfp,2023-12-01 12:30:00+00:00,2023-12-02 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202312041400_ism,2023-12-04 14:00:00+00:00,2023-12-05 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202312061400_ism,2023-12-06 14:00:00+00:00,2023-12-07 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202312071230_claims,2023-12-07 12:30:00+00:00,2023-12-07 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202312131230_cpi,2023-12-13 12:30:00+00:00,2023-12-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202312131800_fomc,2023-12-13 18:00:00+00:00,2023-12-15 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202312141230_claims,2023-12-14 12:30:00+00:00,2023-12-14 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202312151230_retail,2023-12-15 12:30:00+00:00,2023-12-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202312211230_claims,2023-12-21 12:30:00+00:00,2023-12-21 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202312281230_pce,2023-12-28 12:30:00+00:00,2023-12-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202312281230_claims,2023-12-28 12:30:00+00:00,2023-12-28 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202401011400_ism,2024-01-01 14:00:00+00:00,2024-01-02 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202401031400_ism,2024-01-03 14:00:00+00:00,2024-01-04 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202401041230_claims,2024-01-04 12:30:00+00:00,2024-01-04 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202401051230_nfp,2024-01-05 12:30:00+00:00,2024-01-06 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202401111230_claims,2024-01-11 12:30:00+00:00,2024-01-11 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202401131230_cpi,2024-01-13 12:30:00+00:00,2024-01-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202401151230_retail,2024-01-15 12:30:00+00:00,2024-01-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202401181230_claims,2024-01-18 12:30:00+00:00,2024-01-18 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202401251230_claims,2024-01-25 12:30:00+00:00,2024-01-25 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202401251230_gdp,2024-01-25 12:30:00+00:00,2024-01-26 00:30:00+00:00,L2,neutral,2.8000000000000003,GDP QoQ
hist_202401281230_pce,2024-01-28 12:30:00+00:00,2024-01-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202401311800_fomc,2024-01-31 18:00:00+00:00,2024-02-02 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202402011230_claims,2024-02-01 12:30:00+00:00,2024-02-01 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202402021230_nfp,2024-02-02 12:30:00+00:00,2024-02-03 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202402051400_ism,2024-02-05 14:00:00+00:00,2024-02-06 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202402071400_ism,2024-02-07 14:00:00+00:00,2024-02-08 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202402081230_claims,2024-02-08 12:30:00+00:00,2024-02-08 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202402131230_cpi,2024-02-13 12:30:00+00:00,2024-02-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202402151230_retail,2024-02-15 12:30:00+00:00,2024-02-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202402151230_claims,2024-02-15 12:30:00+00:00,2024-02-15 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202402221230_claims,2024-02-22 12:30:00+00:00,2024-02-22 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202402281230_pce,2024-02-28 12:30:00+00:00,2024-02-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202402291230_claims,2024-02-29 12:30:00+00:00,2024-02-29 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202403011230_nfp,2024-03-01 12:30:00+00:00,2024-03-02 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202403041400_ism,2024-03-04 14:00:00+00:00,2024-03-05 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202403061400_ism,2024-03-06 14:00:00+00:00,2024-03-07 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202403071230_claims,2024-03-07 12:30:00+00:00,2024-03-07 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202403131230_cpi,2024-03-13 12:30:00+00:00,2024-03-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202403141230_claims,2024-03-14 12:30:00+00:00,2024-03-14 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202403151230_retail,2024-03-15 12:30:00+00:00,2024-03-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202403201800_fomc,2024-03-20 18:00:00+00:00,2024-03-22 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202403211230_claims,2024-03-21 12:30:00+00:00,2024-03-21 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202403281230_claims,2024-03-28 12:30:00+00:00,2024-03-28 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202403281230_pce,2024-03-28 12:30:00+00:00,2024-03-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202404011400_ism,2024-04-01 14:00:00+00:00,2024-04-02 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202404031400_ism,2024-04-03 14:00:00+00:00,2024-04-04 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202404041230_claims,2024-04-04 12:30:00+00:00,2024-04-04 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202404051230_nfp,2024-04-05 12:30:00+00:00,2024-04-06 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202404111230_claims,2024-04-11 12:30:00+00:00,2024-04-11 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202404131230_cpi,2024-04-13 12:30:00+00:00,2024-04-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202404151230_retail,2024-04-15 12:30:00+00:00,2024-04-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202404181230_claims,2024-04-18 12:30:00+00:00,2024-04-18 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202404251230_claims,2024-04-25 12:30:00+00:00,2024-04-25 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202404251230_gdp,2024-04-25 12:30:00+00:00,2024-04-26 00:30:00+00:00,L2,neutral,2.8000000000000003,GDP QoQ
hist_202404281230_pce,2024-04-28 12:30:00+00:00,2024-04-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202405011800_fomc,2024-05-01 18:00:00+00:00,2024-05-03 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202405021230_claims,2024-05-02 12:30:00+00:00,2024-05-02 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202405031230_nfp,2024-05-03 12:30:00+00:00,2024-05-04 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202405061400_ism,2024-05-06 14:00:00+00:00,2024-05-07 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202405081400_ism,2024-05-08 14:00:00+00:00,2024-05-09 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202405091230_claims,2024-05-09 12:30:00+00:00,2024-05-09 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 12:30:00+00:00,L3,neutral,2.1,CPI (MoM)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales (MoM)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-12 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 00:30:00+00:00,L2,neutral,2.8000000000000003,GDP (QoQ)  (Q1)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 00:30:00+00:00,L2,neutral,2.8000000000000003,Core Retail Sales (MoM)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index (MoM)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 12:30:00+00:00,L3,neutral,2.1,Core CPI (MoM)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 12:30:00+00:00,L3,neutral,2.1,CPI (YoY)  (Apr)
hist_202405121230_nan,2024-05-12 12:30:00+00:00,2024-05-13 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index (YoY)  (Apr)
hist_202405121400_nan,2024-05-12 14:00:00+00:00,2024-05-13 14:00:00+00:00,L2,neutral,2.8000000000000003,Fed Chair Powell Speaks
hist_202405121800_nan,2024-05-12 18:00:00+00:00,2024-05-14 18:00:00+00:00,L3,neutral,2.1,FOMC Meeting Minutes
hist_202405121930_nan,2024-05-12 19:30:00+00:00,2024-05-13 19:30:00+00:00,L2,neutral,2.8000000000000003,Fed Chair Powell Speaks
hist_202405131230_cpi,2024-05-13 12:30:00+00:00,2024-05-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202405151230_retail,2024-05-15 12:30:00+00:00,2024-05-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202405161230_claims,2024-05-16 12:30:00+00:00,2024-05-16 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202405231230_claims,2024-05-23 12:30:00+00:00,2024-05-23 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202405281230_pce,2024-05-28 12:30:00+00:00,2024-05-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202405301230_claims,2024-05-30 12:30:00+00:00,2024-05-30 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406011215_nan,2024-06-01 12:15:00+00:00,2024-06-02 12:15:00+00:00,L3,neutral,2.1,ADP Nonfarm Employment Change  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales (MoM)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 00:30:00+00:00,L2,neutral,2.8000000000000003,Core Retail Sales (MoM)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 00:30:00+00:00,L2,neutral,2.8000000000000003,Unemployment Rate  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,Core CPI (MoM)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,CPI (MoM)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index (YoY)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,CPI (YoY)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 00:30:00+00:00,L2,neutral,2.8000000000000003,GDP (QoQ)  (Q1)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-02 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index (MoM)  (May)
hist_202406011230_nan,2024-06-01 12:30:00+00:00,2024-06-01 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406011400_nan,2024-06-01 14:00:00+00:00,2024-06-02 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI  (May)
hist_202406011400_nan,2024-06-01 14:00:00+00:00,2024-06-02 02:00:00+00:00,L2,neutral,2.8000000000000003,JOLTS Job Openings  (Apr)
hist_202406011800_nan,2024-06-01 18:00:00+00:00,2024-06-03 18:00:00+00:00,L3,neutral,2.1,Fed Interest Rate Decision
hist_202406011800_nan,2024-06-01 18:00:00+00:00,2024-06-03 18:00:00+00:00,L3,neutral,2.1,FOMC Economic Projections
hist_202406011800_nan,2024-06-01 18:00:00+00:00,2024-06-03 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202406011830_nan,2024-06-01 18:30:00+00:00,2024-06-03 18:30:00+00:00,L3,neutral,2.1,FOMC Press Conference
hist_202406031400_ism,2024-06-03 14:00:00+00:00,2024-06-04 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202406051400_ism,2024-06-05 14:00:00+00:00,2024-06-06 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202406061230_claims,2024-06-06 12:30:00+00:00,2024-06-06 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406071230_nfp,2024-06-07 12:30:00+00:00,2024-06-08 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202406121800_fomc,2024-06-12 18:00:00+00:00,2024-06-14 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202406131230_claims,2024-06-13 12:30:00+00:00,2024-06-13 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406131230_cpi,2024-06-13 12:30:00+00:00,2024-06-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202406151230_retail,2024-06-15 12:30:00+00:00,2024-06-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202406201230_claims,2024-06-20 12:30:00+00:00,2024-06-20 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406271230_claims,2024-06-27 12:30:00+00:00,2024-06-27 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202406281230_pce,2024-06-28 12:30:00+00:00,2024-06-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202407011400_ism,2024-07-01 14:00:00+00:00,2024-07-02 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202407031400_ism,2024-07-03 14:00:00+00:00,2024-07-04 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202407041230_claims,2024-07-04 12:30:00+00:00,2024-07-04 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202407051230_nfp,2024-07-05 12:30:00+00:00,2024-07-06 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202407111230_claims,2024-07-11 12:30:00+00:00,2024-07-11 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202407131230_cpi,2024-07-13 12:30:00+00:00,2024-07-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202407151230_retail,2024-07-15 12:30:00+00:00,2024-07-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202407181230_claims,2024-07-18 12:30:00+00:00,2024-07-18 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202407251230_claims,2024-07-25 12:30:00+00:00,2024-07-25 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202407251230_gdp,2024-07-25 12:30:00+00:00,2024-07-26 00:30:00+00:00,L2,neutral,2.8000000000000003,GDP QoQ
hist_202407281230_pce,2024-07-28 12:30:00+00:00,2024-07-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202407311800_fomc,2024-07-31 18:00:00+00:00,2024-08-02 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202408011230_claims,2024-08-01 12:30:00+00:00,2024-08-01 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202408021230_nfp,2024-08-02 12:30:00+00:00,2024-08-03 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202408051400_ism,2024-08-05 14:00:00+00:00,2024-08-06 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202408071400_ism,2024-08-07 14:00:00+00:00,2024-08-08 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202408081230_claims,2024-08-08 12:30:00+00:00,2024-08-08 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202408131230_cpi,2024-08-13 12:30:00+00:00,2024-08-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202408151230_retail,2024-08-15 12:30:00+00:00,2024-08-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202408151230_claims,2024-08-15 12:30:00+00:00,2024-08-15 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202408221230_claims,2024-08-22 12:30:00+00:00,2024-08-22 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202408281230_pce,2024-08-28 12:30:00+00:00,2024-08-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202408291230_claims,2024-08-29 12:30:00+00:00,2024-08-29 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202409021400_ism,2024-09-02 14:00:00+00:00,2024-09-03 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202409041400_ism,2024-09-04 14:00:00+00:00,2024-09-05 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202409051230_claims,2024-09-05 12:30:00+00:00,2024-09-05 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202409061230_nfp,2024-09-06 12:30:00+00:00,2024-09-07 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202409121230_claims,2024-09-12 12:30:00+00:00,2024-09-12 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202409131230_cpi,2024-09-13 12:30:00+00:00,2024-09-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202409151230_retail,2024-09-15 12:30:00+00:00,2024-09-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
hist_202409181800_fomc,2024-09-18 18:00:00+00:00,2024-09-20 18:00:00+00:00,L3,neutral,2.1,FOMC Statement
hist_202409191230_claims,2024-09-19 12:30:00+00:00,2024-09-19 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202409261230_claims,2024-09-26 12:30:00+00:00,2024-09-26 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202409281230_pce,2024-09-28 12:30:00+00:00,2024-09-29 12:30:00+00:00,L3,neutral,2.1,Core PCE Price Index
hist_202410031230_claims,2024-10-03 12:30:00+00:00,2024-10-03 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202410041230_nfp,2024-10-04 12:30:00+00:00,2024-10-05 12:30:00+00:00,L3,neutral,2.1,Nonfarm Payrolls
hist_202410071400_ism,2024-10-07 14:00:00+00:00,2024-10-08 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Manufacturing PMI
hist_202410091400_ism,2024-10-09 14:00:00+00:00,2024-10-10 02:00:00+00:00,L2,neutral,2.8000000000000003,ISM Services PMI
hist_202410101230_claims,2024-10-10 12:30:00+00:00,2024-10-10 18:30:00+00:00,L1,neutral,3.5,Initial Jobless Claims
hist_202410131230_cpi,2024-10-13 12:30:00+00:00,2024-10-14 12:30:00+00:00,L3,neutral,2.1,US CPI YoY
hist_202410151230_retail,2024-10-15 12:30:00+00:00,2024-10-16 00:30:00+00:00,L2,neutral,2.8000000000000003,Retail Sales
